SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True
SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVYfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVXfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVThetafromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[3];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[2];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[1];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[0];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstY;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstX;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstTheta;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutDebugCase
NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1
Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350

62970;0;62970;0;62970;0;62970;1.15625;62970;-0.057479646056890488;62970;1617.758544921875;62970;3776.161865234375;62970;1617.758544921875;62970;3776.161865234375;62970;-0.057479646056890488;62970;2
62980;0;62980;0;62980;0;62980;0.96949619054794312;62980;-0.05710412934422493;62980;1617.7337646484375;62980;3776.04541015625;62980;1617.758544921875;62980;3776.161865234375;62980;-0.057479646056890488;62980;2
62990;0;62990;0;62990;0;62990;0.96949619054794312;62990;-0.05710412934422493;62990;1617.7337646484375;62990;3776.04541015625;62990;1617.7337646484375;62990;3776.04541015625;62990;-0.05710412934422493;62990;1
63000;0;63000;0;63000;0;63000;0.96949619054794312;63000;-0.05710412934422493;63000;1617.7337646484375;63000;3776.04541015625;63000;1617.7337646484375;63000;3776.04541015625;63000;-0.05710412934422493;63000;2
63010;0;63010;0;63010;0;63010;0.96949619054794312;63010;-0.05710412934422493;63010;1617.7337646484375;63010;3776.04541015625;63010;1617.7337646484375;63010;3776.04541015625;63010;-0.05710412934422493;63010;2
63020;0;63020;0;63020;0;63020;0.96949619054794312;63020;-0.05710412934422493;63020;1617.7337646484375;63020;3776.04541015625;63020;1617.7337646484375;63020;3776.04541015625;63020;-0.05710412934422493;63020;2
63030;0;63030;0;63030;0;63030;0.321533203125;63030;-0.057572972029447556;63030;1617.7391357421875;63030;3776.066650390625;63030;1617.7337646484375;63030;3776.04541015625;63030;-0.05710412934422493;63030;2
63040;0;63040;0;63040;0;63040;0.321533203125;63040;-0.057572972029447556;63040;1617.7391357421875;63040;3776.066650390625;63040;1617.7391357421875;63040;3776.066650390625;63040;-0.057572972029447556;63040;1
63050;0;63050;0;63050;0;63050;0.321533203125;63050;-0.057572972029447556;63050;1617.7391357421875;63050;3776.066650390625;63050;1617.7391357421875;63050;3776.066650390625;63050;-0.057572972029447556;63050;2
63060;0;63060;0;63060;0;63060;0.321533203125;63060;-0.057572972029447556;63060;1617.7391357421875;63060;3776.066650390625;63060;1617.7391357421875;63060;3776.066650390625;63060;-0.057572972029447556;63060;2
63070;0;63070;0;63070;0;63070;0.321533203125;63070;-0.057572972029447556;63070;1617.7391357421875;63070;3776.066650390625;63070;1617.7391357421875;63070;3776.066650390625;63070;-0.057572972029447556;63070;2
63080;0;63080;0;63080;0;63080;0.78409349918365479;63080;-0.057566467672586441;63080;1617.77685546875;63080;3775.8876953125;63080;1617.7391357421875;63080;3776.066650390625;63080;-0.057572972029447556;63080;2
63090;0;63090;0;63090;0;63090;0.78409349918365479;63090;-0.057566467672586441;63090;1617.77685546875;63090;3775.8876953125;63090;1617.77685546875;63090;3775.8876953125;63090;-0.057566467672586441;63090;1
63100;0;63100;0;63100;0;63100;0.78409349918365479;63100;-0.057566467672586441;63100;1617.77685546875;63100;3775.8876953125;63100;1617.77685546875;63100;3775.8876953125;63100;-0.057566467672586441;63100;2
63110;0;63110;0;63110;0;63110;0.78409349918365479;63110;-0.057566467672586441;63110;1617.77685546875;63110;3775.8876953125;63110;1617.77685546875;63110;3775.8876953125;63110;-0.057566467672586441;63110;2
63120;0;63120;0;63120;0;63120;0.78409349918365479;63120;-0.057566467672586441;63120;1617.77685546875;63120;3775.8876953125;63120;1617.77685546875;63120;3775.8876953125;63120;-0.057566467672586441;63120;2
63130;0;63130;0;63130;0;63130;0.78409349918365479;63130;-0.057566467672586441;63130;1617.77685546875;63130;3775.8876953125;63130;1617.77685546875;63130;3775.8876953125;63130;-0.057566467672586441;63130;2
63140;0;63140;0;63140;0;63140;0.80550789833068848;63140;-0.056577417999506;63140;1617.7784423828125;63140;3776.0634765625;63140;1617.77685546875;63140;3775.8876953125;63140;-0.057566467672586441;63140;2
63150;0;63150;0;63150;0;63150;0.80550789833068848;63150;-0.056577417999506;63150;1617.7784423828125;63150;3776.0634765625;63150;1617.7784423828125;63150;3776.0634765625;63150;-0.056577417999506;63150;1
63160;0;63160;0;63160;0;63160;0.80550789833068848;63160;-0.056577417999506;63160;1617.7784423828125;63160;3776.0634765625;63160;1617.7784423828125;63160;3776.0634765625;63160;-0.056577417999506;63160;2
63170;0;63170;0;63170;0;63170;0.80550789833068848;63170;-0.056577417999506;63170;1617.7784423828125;63170;3776.0634765625;63170;1617.7784423828125;63170;3776.0634765625;63170;-0.056577417999506;63170;2
63180;0;63180;0;63180;0;63180;0.80550789833068848;63180;-0.056577417999506;63180;1617.7784423828125;63180;3776.0634765625;63180;1617.7784423828125;63180;3776.0634765625;63180;-0.056577417999506;63180;2
63190;0;63190;0;63190;0;63190;0.46093752980232239;63190;-0.055728729814291;63190;1617.8802490234375;63190;3776.0322265625;63190;1617.7784423828125;63190;3776.0634765625;63190;-0.056577417999506;63190;2
63200;0;63200;0;63200;0;63200;0.46093752980232239;63200;-0.055728729814291;63200;1617.8802490234375;63200;3776.0322265625;63200;1617.8802490234375;63200;3776.0322265625;63200;-0.055728729814291;63200;1
63210;0;63210;0;63210;0;63210;0.46093752980232239;63210;-0.055728729814291;63210;1617.8802490234375;63210;3776.0322265625;63210;1617.8802490234375;63210;3776.0322265625;63210;-0.055728729814291;63210;2
63220;0;63220;0;63220;0;63220;0.46093752980232239;63220;-0.055728729814291;63220;1617.8802490234375;63220;3776.0322265625;63220;1617.8802490234375;63220;3776.0322265625;63220;-0.055728729814291;63220;2
63230;0;63230;0;63230;0;63230;0.46093752980232239;63230;-0.055728729814291;63230;1617.8802490234375;63230;3776.0322265625;63230;1617.8802490234375;63230;3776.0322265625;63230;-0.055728729814291;63230;2
63240;0;63240;0;63240;0;63240;0.46093752980232239;63240;-0.055728729814291;63240;1617.8802490234375;63240;3776.0322265625;63240;1617.8802490234375;63240;3776.0322265625;63240;-0.055728729814291;63240;2
63250;0;63250;0;63250;0;63250;0.7424808144569397;63250;-0.056817658245563507;63250;1617.8131103515625;63250;3775.93603515625;63250;1617.8802490234375;63250;3776.0322265625;63250;-0.055728729814291;63250;2
63260;0;63260;0;63260;0;63260;0.7424808144569397;63260;-0.056817658245563507;63260;1617.8131103515625;63260;3775.93603515625;63260;1617.8131103515625;63260;3775.93603515625;63260;-0.056817658245563507;63260;1
63270;0;63270;0;63270;0;63270;0.7424808144569397;63270;-0.056817658245563507;63270;1617.8131103515625;63270;3775.93603515625;63270;1617.8131103515625;63270;3775.93603515625;63270;-0.056817658245563507;63270;2
63280;0;63280;0;63280;0;63280;0.7424808144569397;63280;-0.056817658245563507;63280;1617.8131103515625;63280;3775.93603515625;63280;1617.8131103515625;63280;3775.93603515625;63280;-0.056817658245563507;63280;2
63290;0;63290;0;63290;0;63290;0.7424808144569397;63290;-0.056817658245563507;63290;1617.8131103515625;63290;3775.93603515625;63290;1617.8131103515625;63290;3775.93603515625;63290;-0.056817658245563507;63290;2
63300;0;63300;0;63300;0;63300;0.65861326456069946;63300;-0.056940134614706039;63300;1617.7772216796875;63300;3776.082763671875;63300;1617.8131103515625;63300;3775.93603515625;63300;-0.056817658245563507;63300;2
63310;0;63310;0;63310;0;63310;0.65861326456069946;63310;-0.056940134614706039;63310;1617.7772216796875;63310;3776.082763671875;63310;1617.7772216796875;63310;3776.082763671875;63310;-0.056940134614706039;63310;1
63320;0;63320;0;63320;0;63320;0.65861326456069946;63320;-0.056940134614706039;63320;1617.7772216796875;63320;3776.082763671875;63320;1617.7772216796875;63320;3776.082763671875;63320;-0.056940134614706039;63320;2
63330;0;63330;0;63330;0;63330;0.65861326456069946;63330;-0.056940134614706039;63330;1617.7772216796875;63330;3776.082763671875;63330;1617.7772216796875;63330;3776.082763671875;63330;-0.056940134614706039;63330;2
63340;0;63340;0;63340;0;63340;0.65861326456069946;63340;-0.056940134614706039;63340;1617.7772216796875;63340;3776.082763671875;63340;1617.7772216796875;63340;3776.082763671875;63340;-0.056940134614706039;63340;2
63350;0;63350;0;63350;0;63350;0.65861326456069946;63350;-0.056940134614706039;63350;1617.7772216796875;63350;3776.082763671875;63350;1617.7772216796875;63350;3776.082763671875;63350;-0.056940134614706039;63350;2
63360;0;63360;0;63360;0;63360;0.58565729856491089;63360;-0.056915987282991409;63360;1617.8143310546875;63360;3775.931640625;63360;1617.7772216796875;63360;3776.082763671875;63360;-0.056940134614706039;63360;2
63370;0;63370;0;63370;0;63370;0.58565729856491089;63370;-0.056915987282991409;63370;1617.8143310546875;63370;3775.931640625;63370;1617.8143310546875;63370;3775.931640625;63370;-0.056915987282991409;63370;1
63380;0;63380;0;63380;0;63380;0.58565729856491089;63380;-0.056915987282991409;63380;1617.8143310546875;63380;3775.931640625;63380;1617.8143310546875;63380;3775.931640625;63380;-0.056915987282991409;63380;2
63390;0;63390;0;63390;0;63390;0.58565729856491089;63390;-0.056915987282991409;63390;1617.8143310546875;63390;3775.931640625;63390;1617.8143310546875;63390;3775.931640625;63390;-0.056915987282991409;63390;2
63400;0;63400;0;63400;0;63400;0.58565729856491089;63400;-0.056915987282991409;63400;1617.8143310546875;63400;3775.931640625;63400;1617.8143310546875;63400;3775.931640625;63400;-0.056915987282991409;63400;2
63410;0;63410;0;63410;0;63410;0.68651390075683594;63410;-0.05801670253276825;63410;1617.66259765625;63410;3775.916748046875;63410;1617.8143310546875;63410;3775.931640625;63410;-0.056915987282991409;63410;2
63420;0;63420;0;63420;0;63420;0.68651390075683594;63420;-0.05801670253276825;63420;1617.66259765625;63420;3775.916748046875;63420;1617.66259765625;63420;3775.916748046875;63420;-0.05801670253276825;63420;1
63430;0;63430;0;63430;0;63430;0.68651390075683594;63430;-0.05801670253276825;63430;1617.66259765625;63430;3775.916748046875;63430;1617.66259765625;63430;3775.916748046875;63430;-0.05801670253276825;63430;2
63440;0;63440;0;63440;0;63440;0.68651390075683594;63440;-0.05801670253276825;63440;1617.66259765625;63440;3775.916748046875;63440;1617.66259765625;63440;3775.916748046875;63440;-0.05801670253276825;63440;2
63450;0;63450;0;63450;0;63450;0.68651390075683594;63450;-0.05801670253276825;63450;1617.66259765625;63450;3775.916748046875;63450;1617.66259765625;63450;3775.916748046875;63450;-0.05801670253276825;63450;2
63460;0;63460;0;63460;0;63460;0.68651390075683594;63460;-0.05801670253276825;63460;1617.66259765625;63460;3775.916748046875;63460;1617.66259765625;63460;3775.916748046875;63460;-0.05801670253276825;63460;2
63470;0;63470;0;63470;0;63470;0.51556402444839478;63470;-0.056904636323451996;63470;1617.8157958984375;63470;3775.92236328125;63470;1617.66259765625;63470;3775.916748046875;63470;-0.05801670253276825;63470;2
63480;0;63480;0;63480;0;63480;0.51556402444839478;63480;-0.056904636323451996;63480;1617.8157958984375;63480;3775.92236328125;63480;1617.8157958984375;63480;3775.92236328125;63480;-0.056904636323451996;63480;1
63490;0;63490;0;63490;0;63490;0.51556402444839478;63490;-0.056904636323451996;63490;1617.8157958984375;63490;3775.92236328125;63490;1617.8157958984375;63490;3775.92236328125;63490;-0.056904636323451996;63490;2
63500;0;63500;0;63500;0;63500;0.51556402444839478;63500;-0.056904636323451996;63500;1617.8157958984375;63500;3775.92236328125;63500;1617.8157958984375;63500;3775.92236328125;63500;-0.056904636323451996;63500;2
63510;0;63510;0;63510;0;63510;0.51556402444839478;63510;-0.056904636323451996;63510;1617.8157958984375;63510;3775.92236328125;63510;1617.8157958984375;63510;3775.92236328125;63510;-0.056904636323451996;63510;2
63520;0;63520;0;63520;0;63520;0.31957924365997314;63520;-0.056699987500905991;63520;1617.802490234375;63520;3775.99560546875;63520;1617.8157958984375;63520;3775.92236328125;63520;-0.056904636323451996;63520;2
63530;0;63530;0;63530;0;63530;0.31957924365997314;63530;-0.056699987500905991;63530;1617.802490234375;63530;3775.99560546875;63530;1617.802490234375;63530;3775.99560546875;63530;-0.056699987500905991;63530;1
63540;0;63540;0;63540;0;63540;0.31957924365997314;63540;-0.056699987500905991;63540;1617.802490234375;63540;3775.99560546875;63540;1617.802490234375;63540;3775.99560546875;63540;-0.056699987500905991;63540;2
63550;0;63550;0;63550;0;63550;0.31957924365997314;63550;-0.056699987500905991;63550;1617.802490234375;63550;3775.99560546875;63550;1617.802490234375;63550;3775.99560546875;63550;-0.056699987500905991;63550;2
63560;0;63560;0;63560;0;63560;0.31957924365997314;63560;-0.056699987500905991;63560;1617.802490234375;63560;3775.99560546875;63560;1617.802490234375;63560;3775.99560546875;63560;-0.056699987500905991;63560;2
63570;0;63570;0;63570;0;63570;0.31957924365997314;63570;-0.056699987500905991;63570;1617.802490234375;63570;3775.99560546875;63570;1617.802490234375;63570;3775.99560546875;63570;-0.056699987500905991;63570;2
63580;0;63580;0;63580;0;63580;0.683214545249939;63580;-0.058204624801874161;63580;1617.7156982421875;63580;3776.0966796875;63580;1617.802490234375;63580;3775.99560546875;63580;-0.056699987500905991;63580;2
63590;0;63590;0;63590;0;63590;0.683214545249939;63590;-0.058204624801874161;63590;1617.7156982421875;63590;3776.0966796875;63590;1617.7156982421875;63590;3776.0966796875;63590;-0.058204624801874161;63590;1
63600;0;63600;0;63600;0;63600;0.683214545249939;63600;-0.058204624801874161;63600;1617.7156982421875;63600;3776.0966796875;63600;1617.7156982421875;63600;3776.0966796875;63600;-0.058204624801874161;63600;2
63610;0;63610;0;63610;0;63610;0.683214545249939;63610;-0.058204624801874161;63610;1617.7156982421875;63610;3776.0966796875;63610;1617.7156982421875;63610;3776.0966796875;63610;-0.058204624801874161;63610;2
63620;0;63620;0;63620;0;63620;0.683214545249939;63620;-0.058204624801874161;63620;1617.7156982421875;63620;3776.0966796875;63620;1617.7156982421875;63620;3776.0966796875;63620;-0.058204624801874161;63620;2
63630;0;63630;0;63630;0;63630;0.99513441324234009;63630;-0.0572393424808979;63630;1617.8497314453125;63630;3776.09716796875;63630;1617.7156982421875;63630;3776.0966796875;63630;-0.058204624801874161;63630;2
63640;0;63640;0;63640;0;63640;0.99513441324234009;63640;-0.0572393424808979;63640;1617.8497314453125;63640;3776.09716796875;63640;1617.8497314453125;63640;3776.09716796875;63640;-0.0572393424808979;63640;1
63650;0;63650;0;63650;0;63650;0.99513441324234009;63650;-0.0572393424808979;63650;1617.8497314453125;63650;3776.09716796875;63650;1617.8497314453125;63650;3776.09716796875;63650;-0.0572393424808979;63650;2
63660;0;63660;0;63660;0;63660;0.99513441324234009;63660;-0.0572393424808979;63660;1617.8497314453125;63660;3776.09716796875;63660;1617.8497314453125;63660;3776.09716796875;63660;-0.0572393424808979;63660;2
63670;0;63670;0;63670;0;63670;0.99513441324234009;63670;-0.0572393424808979;63670;1617.8497314453125;63670;3776.09716796875;63670;1617.8497314453125;63670;3776.09716796875;63670;-0.0572393424808979;63670;2
63680;0;63680;0;63680;0;63680;0.077044069766998291;63680;-0.055769696831703186;63680;1617.7734375;63680;3776.04345703125;63680;1617.8497314453125;63680;3776.09716796875;63680;-0.0572393424808979;63680;2
63690;0;63690;0;63690;0;63690;0.077044069766998291;63690;-0.055769696831703186;63690;1617.7734375;63690;3776.04345703125;63690;1617.7734375;63690;3776.04345703125;63690;-0.055769696831703186;63690;1
63700;0;63700;0;63700;0;63700;0.077044069766998291;63700;-0.055769696831703186;63700;1617.7734375;63700;3776.04345703125;63700;1617.7734375;63700;3776.04345703125;63700;-0.055769696831703186;63700;2
63710;0;63710;0;63710;0;63710;0.077044069766998291;63710;-0.055769696831703186;63710;1617.7734375;63710;3776.04345703125;63710;1617.7734375;63710;3776.04345703125;63710;-0.055769696831703186;63710;2
63720;0;63720;0;63720;0;63720;0.077044069766998291;63720;-0.055769696831703186;63720;1617.7734375;63720;3776.04345703125;63720;1617.7734375;63720;3776.04345703125;63720;-0.055769696831703186;63720;2
63730;0;63730;0;63730;0;63730;0.077044069766998291;63730;-0.055769696831703186;63730;1617.7734375;63730;3776.04345703125;63730;1617.7734375;63730;3776.04345703125;63730;-0.055769696831703186;63730;2
63740;0;63740;0;63740;0;63740;0.28357186913490295;63740;-0.055641684681177139;63740;1617.83935546875;63740;3776.0126953125;63740;1617.7734375;63740;3776.04345703125;63740;-0.055769696831703186;63740;2
63750;0;63750;0;63750;0;63750;0.28357186913490295;63750;-0.055641684681177139;63750;1617.83935546875;63750;3776.0126953125;63750;1617.83935546875;63750;3776.0126953125;63750;-0.055641684681177139;63750;1
63760;0;63760;0;63760;0;63760;0.28357186913490295;63760;-0.055641684681177139;63760;1617.83935546875;63760;3776.0126953125;63760;1617.83935546875;63760;3776.0126953125;63760;-0.055641684681177139;63760;2
63770;0;63770;0;63770;0;63770;0.28357186913490295;63770;-0.055641684681177139;63770;1617.83935546875;63770;3776.0126953125;63770;1617.83935546875;63770;3776.0126953125;63770;-0.055641684681177139;63770;2
63780;0;63780;0;63780;0;63780;0.28357186913490295;63780;-0.055641684681177139;63780;1617.83935546875;63780;3776.0126953125;63780;1617.83935546875;63780;3776.0126953125;63780;-0.055641684681177139;63780;2
63790;0;63790;0;63790;0;63790;0.41900691390037537;63790;-0.055745817720890045;63790;1617.85693359375;63790;3776.15966796875;63790;1617.83935546875;63790;3776.0126953125;63790;-0.055641684681177139;63790;2
63800;0;63800;0;63800;0;63800;0.41900691390037537;63800;-0.055745817720890045;63800;1617.85693359375;63800;3776.15966796875;63800;1617.85693359375;63800;3776.15966796875;63800;-0.055745817720890045;63800;1
63810;0;63810;0;63810;0;63810;0.41900691390037537;63810;-0.055745817720890045;63810;1617.85693359375;63810;3776.15966796875;63810;1617.85693359375;63810;3776.15966796875;63810;-0.055745817720890045;63810;2
63820;0;63820;0;63820;0;63820;0.41900691390037537;63820;-0.055745817720890045;63820;1617.85693359375;63820;3776.15966796875;63820;1617.85693359375;63820;3776.15966796875;63820;-0.055745817720890045;63820;2
63830;0;63830;0;63830;0;63830;0.41900691390037537;63830;-0.055745817720890045;63830;1617.85693359375;63830;3776.15966796875;63830;1617.85693359375;63830;3776.15966796875;63830;-0.055745817720890045;63830;2
63840;0;63840;0;63840;0;63840;0.41900691390037537;63840;-0.055745817720890045;63840;1617.85693359375;63840;3776.15966796875;63840;1617.85693359375;63840;3776.15966796875;63840;-0.055745817720890045;63840;2
63850;0;63850;0;63850;0;63850;0.57782596349716187;63850;-0.056027080863714218;63850;1617.878173828125;63850;3776.052490234375;63850;1617.85693359375;63850;3776.15966796875;63850;-0.055745817720890045;63850;2
63860;0;63860;0;63860;0;63860;0.57782596349716187;63860;-0.056027080863714218;63860;1617.878173828125;63860;3776.052490234375;63860;1617.878173828125;63860;3776.052490234375;63860;-0.056027080863714218;63860;1
63870;0;63870;0;63870;0;63870;0.57782596349716187;63870;-0.056027080863714218;63870;1617.878173828125;63870;3776.052490234375;63870;1617.878173828125;63870;3776.052490234375;63870;-0.056027080863714218;63870;2
63880;0;63880;0;63880;0;63880;0.57782596349716187;63880;-0.056027080863714218;63880;1617.878173828125;63880;3776.052490234375;63880;1617.878173828125;63880;3776.052490234375;63880;-0.056027080863714218;63880;2
63890;0;63890;0;63890;0;63890;0.57782596349716187;63890;-0.056027080863714218;63890;1617.878173828125;63890;3776.052490234375;63890;1617.878173828125;63890;3776.052490234375;63890;-0.056027080863714218;63890;2
63900;0;63900;0;63900;0;63900;0.3524107038974762;63900;-0.055952604860067368;63900;1617.7900390625;63900;3776.109619140625;63900;1617.878173828125;63900;3776.052490234375;63900;-0.056027080863714218;63900;2
63910;0;63910;0;63910;0;63910;0.3524107038974762;63910;-0.055952604860067368;63910;1617.7900390625;63910;3776.109619140625;63910;1617.7900390625;63910;3776.109619140625;63910;-0.055952604860067368;63910;1
63920;0;63920;0;63920;0;63920;0.3524107038974762;63920;-0.055952604860067368;63920;1617.7900390625;63920;3776.109619140625;63920;1617.7900390625;63920;3776.109619140625;63920;-0.055952604860067368;63920;2
63930;0;63930;0;63930;0;63930;0.3524107038974762;63930;-0.055952604860067368;63930;1617.7900390625;63930;3776.109619140625;63930;1617.7900390625;63930;3776.109619140625;63930;-0.055952604860067368;63930;2
63940;0;63940;0;63940;0;63940;0.3524107038974762;63940;-0.055952604860067368;63940;1617.7900390625;63940;3776.109619140625;63940;1617.7900390625;63940;3776.109619140625;63940;-0.055952604860067368;63940;2
63950;0;63950;0;63950;0;63950;0.19805812835693359;63950;-0.056743226945400238;63950;1617.685546875;63950;3776.039306640625;63950;1617.7900390625;63950;3776.109619140625;63950;-0.055952604860067368;63950;2
63960;0;63960;0;63960;0;63960;0.19805812835693359;63960;-0.056743226945400238;63960;1617.685546875;63960;3776.039306640625;63960;1617.685546875;63960;3776.039306640625;63960;-0.056743226945400238;63960;1
63970;0;63970;0;63970;0;63970;0.19805812835693359;63970;-0.056743226945400238;63970;1617.685546875;63970;3776.039306640625;63970;1617.685546875;63970;3776.039306640625;63970;-0.056743226945400238;63970;2
63980;0;63980;0;63980;0;63980;0.19805812835693359;63980;-0.056743226945400238;63980;1617.685546875;63980;3776.039306640625;63980;1617.685546875;63980;3776.039306640625;63980;-0.056743226945400238;63980;2
63990;0;63990;0;63990;0;63990;0.19805812835693359;63990;-0.056743226945400238;63990;1617.685546875;63990;3776.039306640625;63990;1617.685546875;63990;3776.039306640625;63990;-0.056743226945400238;63990;2
64000;0;64000;0;64000;0;64000;0.19805812835693359;64000;-0.056743226945400238;64000;1617.685546875;64000;3776.039306640625;64000;1617.685546875;64000;3776.039306640625;64000;-0.056743226945400238;64000;2
64010;0;64010;0;64010;0;64010;1.0540162324905396;64010;-0.055167872458696365;64010;1617.943603515625;64010;3776.053466796875;64010;1617.685546875;64010;3776.039306640625;64010;-0.056743226945400238;64010;2
64020;0;64020;0;64020;0;64020;1.0540162324905396;64020;-0.055167872458696365;64020;1617.943603515625;64020;3776.053466796875;64020;1617.943603515625;64020;3776.053466796875;64020;-0.055167872458696365;64020;1
64030;0;64030;0;64030;0;64030;1.0540162324905396;64030;-0.055167872458696365;64030;1617.943603515625;64030;3776.053466796875;64030;1617.943603515625;64030;3776.053466796875;64030;-0.055167872458696365;64030;2
64040;0;64040;0;64040;0;64040;1.0540162324905396;64040;-0.055167872458696365;64040;1617.943603515625;64040;3776.053466796875;64040;1617.943603515625;64040;3776.053466796875;64040;-0.055167872458696365;64040;2
64050;0;64050;0;64050;0;64050;1.0540162324905396;64050;-0.055167872458696365;64050;1617.943603515625;64050;3776.053466796875;64050;1617.943603515625;64050;3776.053466796875;64050;-0.055167872458696365;64050;2
64060;0;64060;0;64060;0;64060;1.2418732643127441;64060;-0.05763944610953331;64060;1617.7437744140625;64060;3776.15966796875;64060;1617.943603515625;64060;3776.053466796875;64060;-0.055167872458696365;64060;2
64070;0;64070;0;64070;0;64070;1.2418732643127441;64070;-0.05763944610953331;64070;1617.7437744140625;64070;3776.15966796875;64070;1617.7437744140625;64070;3776.15966796875;64070;-0.05763944610953331;64070;1
64080;0;64080;0;64080;0;64080;1.2418732643127441;64080;-0.05763944610953331;64080;1617.7437744140625;64080;3776.15966796875;64080;1617.7437744140625;64080;3776.15966796875;64080;-0.05763944610953331;64080;2
64090;0;64090;0;64090;0;64090;1.2418732643127441;64090;-0.05763944610953331;64090;1617.7437744140625;64090;3776.15966796875;64090;1617.7437744140625;64090;3776.15966796875;64090;-0.05763944610953331;64090;2
64100;0;64100;0;64100;0;64100;1.2418732643127441;64100;-0.05763944610953331;64100;1617.7437744140625;64100;3776.15966796875;64100;1617.7437744140625;64100;3776.15966796875;64100;-0.05763944610953331;64100;2
64110;0;64110;0;64110;0;64110;0.54367280006408691;64110;-0.056870345026254654;64110;1617.79638671875;64110;3776.01220703125;64110;1617.7437744140625;64110;3776.15966796875;64110;-0.05763944610953331;64110;2
64120;0;64120;0;64120;0;64120;0.54367280006408691;64120;-0.056870345026254654;64120;1617.79638671875;64120;3776.01220703125;64120;1617.79638671875;64120;3776.01220703125;64120;-0.056870345026254654;64120;1
64130;0;64130;0;64130;0;64130;0.54367280006408691;64130;-0.056870345026254654;64130;1617.79638671875;64130;3776.01220703125;64130;1617.79638671875;64130;3776.01220703125;64130;-0.056870345026254654;64130;2
64140;0;64140;0;64140;0;64140;0.54367280006408691;64140;-0.056870345026254654;64140;1617.79638671875;64140;3776.01220703125;64140;1617.79638671875;64140;3776.01220703125;64140;-0.056870345026254654;64140;2
64150;0;64150;0;64150;0;64150;0.54367280006408691;64150;-0.056870345026254654;64150;1617.79638671875;64150;3776.01220703125;64150;1617.79638671875;64150;3776.01220703125;64150;-0.056870345026254654;64150;2
64160;0;64160;0;64160;0;64160;0.54367280006408691;64160;-0.056870345026254654;64160;1617.79638671875;64160;3776.01220703125;64160;1617.79638671875;64160;3776.01220703125;64160;-0.056870345026254654;64160;2
64170;0;64170;0;64170;0;64170;0.81633138656616211;64170;-0.057700678706169128;64170;1617.7296142578125;64170;3775.8125;64170;1617.79638671875;64170;3776.01220703125;64170;-0.056870345026254654;64170;2
64180;0;64180;0;64180;0;64180;0.81633138656616211;64180;-0.057700678706169128;64180;1617.7296142578125;64180;3775.8125;64180;1617.7296142578125;64180;3775.8125;64180;-0.057700678706169128;64180;1
64190;0;64190;0;64190;0;64190;0.81633138656616211;64190;-0.057700678706169128;64190;1617.7296142578125;64190;3775.8125;64190;1617.7296142578125;64190;3775.8125;64190;-0.057700678706169128;64190;2
64200;0;64200;0;64200;0;64200;0.81633138656616211;64200;-0.057700678706169128;64200;1617.7296142578125;64200;3775.8125;64200;1617.7296142578125;64200;3775.8125;64200;-0.057700678706169128;64200;2
64210;0;64210;0;64210;0;64210;0.81633138656616211;64210;-0.057700678706169128;64210;1617.7296142578125;64210;3775.8125;64210;1617.7296142578125;64210;3775.8125;64210;-0.057700678706169128;64210;2
64220;0;64220;0;64220;0;64220;0.49173223972320557;64220;-0.055761881172657013;64220;1617.8038330078125;64220;3776.03759765625;64220;1617.7296142578125;64220;3775.8125;64220;-0.057700678706169128;64220;2
64230;0;64230;0;64230;0;64230;0.49173223972320557;64230;-0.055761881172657013;64230;1617.8038330078125;64230;3776.03759765625;64230;1617.8038330078125;64230;3776.03759765625;64230;-0.055761881172657013;64230;1
