SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True
SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVYfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVXfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVThetafromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[3];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[2];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[1];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[0];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstY;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstX;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstTheta;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutDebugCase
NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1
Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350

21450;-6.3915866083333315;21450;91.664176741932224;21450;-0.047345085987654308;21450;0.63579094409942627;21450;-0.057882148772478104;21450;1617.72998046875;21450;3776.133544921875;21450;1619.4878017420028;21450;3791.1851383907051;21450;-0.051026580321465786;21450;1
21460;-10.737865502;21460;84.136200874237289;21460;-0.079539744459259265;21460;0.63579094409942627;21460;-0.057882148772478104;21460;1617.72998046875;21460;3776.133544921875;21460;1619.656250611215;21460;3792.3010234831195;21460;-0.050344811083243568;21460;2
21470;4.3462788936666685;21470;104.06319581813561;21470;0.032194658471604957;21470;0.63579094409942627;21470;-0.057882148772478104;21470;1617.72998046875;21470;3776.133544921875;21470;1619.5490240955335;21470;3793.2136131181965;21470;-0.050818261943120113;21470;2
21480;17.640779039000005;21480;123.54736865216951;21480;0.13067243732592596;21480;0.63579094409942627;21480;-0.057882148772478104;21480;1617.72998046875;21480;3776.133544921875;21480;1619.3751337534886;21480;3794.0437831936943;21480;-0.0516136593877127;21480;2
21490;10.482202037666667;21490;116.462214894339;21490;0.077645941019753084;21490;0.99366873502731323;21490;-0.057164128869771957;21490;1617.7276611328125;21490;3776.2314453125;21490;1619.45207102307;21490;3795.0824768650718;21490;-0.051291712802996658;21490;2
21500;-7.4142404656666656;21500;89.007244082745771;21500;-0.054920299745679;21500;0.99366873502731323;21500;-0.057164128869771957;21500;1617.7276611328125;21500;3776.2314453125;21500;1618.9814264698937;21500;3790.8371235192635;21500;-0.052429620271006561;21500;1
21510;-15.33980786;21510;76.165402896677975;21510;-0.11362820637037037;21510;0.99366873502731323;21510;-0.057164128869771957;21510;1617.7276611328125;21510;3776.2314453125;21510;1619.1762700151078;21510;3791.9901059123008;21510;-0.051653160860809039;21510;2
21520;-0.25566346433333348;21520;94.321109401118648;21520;-0.0018938034395061738;21520;0.99366873502731323;21520;-0.057164128869771957;21520;1617.7276611328125;21520;3776.2314453125;21520;1619.0533809228427;21520;3792.8747664783323;21520;-0.052202363858265821;21520;2
21530;14.572817467000002;21530;121.77608021271188;21530;0.10794679605185187;21530;0.99366873502731323;21530;-0.057164128869771957;21530;1617.7276611328125;21530;3776.2314453125;21530;1618.8146128040066;21530;3793.6141159327763;21530;-0.053338645921969519;21530;2
21540;12.016182823666668;21540;118.23350333379662;21540;0.089008761656790128;21540;0.74791419506073;21540;-0.057161994278430939;21540;1617.80712890625;21540;3776.134765625;21540;1618.8102699186018;21540;3794.5573204936181;21540;-0.053357583956364585;21540;2
21550;-7.4142404656666656;21550;85.464667203830516;21550;-0.054920299745679;21550;0.74791419506073;21550;-0.057161994278430939;21550;1617.80712890625;21550;3776.134765625;21550;1618.4928456669868;21550;3790.2782916717892;21550;-0.054927306219813676;21550;1
21560;-20.197413682333334;21560;65.0948501500678;21560;-0.14961047172098765;21560;0.74791419506073;21560;-0.057161994278430939;21560;1617.80712890625;21560;3776.134765625;21560;1618.7176310876992;21560;3791.4452648979855;21560;-0.054037218603245785;21560;2
21570;-4.3462788936666641;21570;88.121599863016968;21570;-0.032194658471604916;21570;0.74791419506073;21570;-0.057161994278430939;21570;1617.80712890625;21570;3776.134765625;21570;1618.5966866113595;21570;3792.2945531080986;21570;-0.054586421600702567;21570;2
21580;16.618125181666667;21580;124.43301287189833;21580;0.12309722356790123;21580;0.74791419506073;21580;-0.057161994278430939;21580;1617.80712890625;21580;3776.134765625;21580;1618.2999428791227;21580;3792.9081251584153;21580;-0.05608252631791244;21580;2
21590;17.129452110333336;21590;124.43301287189833;21590;0.12688483044691362;21590;0.74791419506073;21590;-0.057161994278430939;21590;1617.80712890625;21590;3776.134765625;21590;1618.2281370653514;21590;3793.7874854801107;21590;-0.056404472902628483;21590;2
21600;-7.1585770013333319;21600;89.45006619261018;21600;-0.053026496306172829;21600;0.56024819612503052;21600;-0.05666692927479744;21600;1617.7215576171875;21600;3776.064453125;21600;1618.5458478791193;21600;3795.0019950587093;21600;-0.055173500666949482;21600;2
21610;-22.498384861333335;21610;61.995095381016952;21610;-0.16665470267654323;21610;0.56024819612503052;21610;-0.05666692927479744;21610;1617.7215576171875;21610;3776.064453125;21610;1618.4457962885388;21610;3789.9867945937531;21610;-0.054659497628920889;21610;1
21620;-9.203884716;21620;84.136200874237289;21620;-0.068176923822222221;21620;0.56024819612503052;21620;-0.05666692927479744;21620;1617.7215576171875;21620;3776.064453125;21620;1618.3269011269426;21620;3790.876243803772;21620;-0.055189762591982605;21620;2
21630;1.7896442503333343;21630;96.092397840576268;21630;0.013256624076543216;21630;0.56024819612503052;21630;-0.05666692927479744;21630;1617.7215576171875;21630;3776.064453125;21630;1618.002194229515;21630;3791.4502841752005;21630;-0.056856309618748047;21630;2
21640;-14.061490538333333;21640;71.2943596881695;21640;-0.10415918917283951;21640;0.56024819612503052;21640;-0.05666692927479744;21640;1617.7215576171875;21640;3776.064453125;21640;1617.8530521550795;21640;3792.283421511283;21640;-0.057538078856970265;21640;2
21650;-20.197413682333334;21650;68.637427028983055;21650;-0.14961047172098765;21650;0.57367891073226929;21650;-0.057134795933961868;21650;1617.7569580078125;21650;3776.031005859375;21650;1617.883685259904;21650;3793.2440238159952;21650;-0.057405512616204829;21650;2
21660;-6.6472500726666652;21660;91.2213546320678;21660;-0.049238889427160482;21660;0.57367891073226929;21660;-0.057134795933961868;21660;1617.7569580078125;21660;3776.031005859375;21660;1617.3942188963517;21660;3788.7965750954354;21660;-0.059975501093221112;21660;1
21670;9.4595481803333339;21670;112.91963801542374;21670;0.070070727261728388;21670;0.57367891073226929;21670;-0.057134795933961868;21670;1617.7569580078125;21670;3776.031005859375;21670;1617.0921948481739;21670;3789.4451771808344;21670;-0.061471605810430985;21670;2
21680;8.4368943230000042;21680;106.72012847732204;21680;0.062495513503703734;21680;0.57367891073226929;21680;-0.057134795933961868;21680;1617.7569580078125;21680;3776.031005859375;21680;1616.9809046769835;21680;3790.35301342446;21680;-0.061963994704702596;21680;2
21690;-10.482202037666665;21690;79.265157665728822;21690;-0.07764594101975307;21690;0.57367891073226929;21690;-0.057134795933961868;21690;1617.7569580078125;21690;3776.031005859375;21690;1617.154326905501;21690;3791.4728158627445;21690;-0.061263287432085312;21690;2
21700;-20.453077146666669;21700;67.308960699389843;21700;-0.15150427516049383;21700;1.0007857084274292;21700;-0.056544378399848938;21700;1617.8348388671875;21700;3776.096923828125;21700;1617.305183028514;21700;3792.532664498613;21700;-0.060638332297048264;21700;2
21710;-17.129452110333329;21710;185.54246403318643;21710;-0.12688483044691354;21710;1.0007857084274292;21710;-0.056544378399848938;21710;1617.8348388671875;21710;3776.096923828125;21710;1617.0802652140769;21710;3788.4869272115916;21710;-0.061089506654663728;21710;1
21720;-20.964404075333334;21720;260.3794006002712;21720;-0.15529188203950617;21720;1.0007857084274292;21720;-0.056544378399848938;21720;1617.8348388671875;21720;3776.096923828125;21720;1616.776491026978;21720;3789.1214378094323;21720;-0.062604549406268667;21720;2
21730;-17.129452110333336;21730;259.050934270678;21730;-0.12688483044691362;21730;1.0007857084274292;21730;-0.056544378399848938;21730;1617.8348388671875;21730;3776.096923828125;21730;1616.37177952299;21730;3790.9402701292051;21730;-0.0638733977107378;21730;2
21740;-14.317154002666674;21740;304.6616115867119;21740;-0.10605299261234573;21740;1.0007857084274292;21740;-0.056544378399848938;21740;1617.8348388671875;21740;3776.096923828125;21740;1615.7619333994078;21740;3793.4803058681409;21740;-0.065426316531132872;21740;2
21750;-17.129452110333329;21750;324.58860653061021;21750;-0.12688483044691354;21750;1.0007857084274292;21750;-0.056544378399848938;21750;1617.8348388671875;21750;3776.096923828125;21750;1615.2642008699229;21750;3796.0283134812976;21750;-0.066695164835602;21750;2
21760;-17.385115574666656;21760;379.94137026366104;21760;-0.12877863388641966;21760;0.58619487285614014;21760;-0.057873740792274475;21760;1617.604736328125;21760;3775.980224609375;21760;1614.799336289632;21760;3799.0426573185741;21760;-0.067755694761725466;21760;2
21770;-9.7152116446666614;21770;384.36959136230513;21770;-0.071964530701234528;21770;0.58619487285614014;21770;-0.057873740792274475;21770;1617.604736328125;21770;3775.980224609375;21770;1614.155626832126;21770;3796.7404918244483;21770;-0.0688388627070152;21770;1
21780;-14.061490538333336;21780;445.92186463345769;21780;-0.10415918917283952;21780;0.58619487285614014;21780;-0.057873740792274475;21780;1617.604736328125;21780;3775.980224609375;21780;1613.4952832002557;21780;3800.4861179397976;21780;-0.0701266490458794;21780;2
21790;-21.987057932666669;21790;472.04836911545766;21790;-0.16286709579753086;21790;0.58619487285614014;21790;-0.057873740792274475;21790;1617.604736328125;21790;3775.980224609375;21790;1613.1220114665323;21790;3804.3128796286064;21790;-0.070846294352891748;21790;2
21800;9.7152116446666614;21800;487.1043208508475;21800;0.071964530701234528;21800;0.58619487285614014;21800;-0.057873740792274475;21800;1617.604736328125;21800;3775.980224609375;21800;1612.5185294401508;21800;3808.7333109346296;21800;-0.071887886244620142;21800;2
21810;34.003240756333334;21810;491.975364059356;21810;0.251875857454321;21810;0.12507085502147675;21810;-0.056577231734991074;21810;1617.7623291015625;21810;3776.123291015625;21810;1611.5361514313786;21810;3813.3556742693308;21810;-0.073516557202595451;21810;2
21820;20.964404075333334;21820;503.931561025695;21820;0.15529188203950617;21820;0.12507085502147675;21820;-0.056577231734991074;21820;1617.7623291015625;21820;3776.123291015625;21820;1612.886686139082;21820;3814.3055527608412;21820;-0.067921114337633037;21820;1
21830;-17.129452110333336;21830;513.23082533284753;21830;-0.12688483044691362;21830;0.12507085502147675;21830;-0.056577231734991074;21830;1617.7623291015625;21830;3776.123291015625;21830;1614.4420956151314;21830;3818.9853283200046;21830;-0.065402355763089837;21830;2
21840;-31.190942648666653;21840;525.18702229918654;21840;-0.231044019619753;21840;0.12507085502147675;21840;-0.056577231734991074;21840;1617.7623291015625;21840;3776.123291015625;21840;1615.4286401523675;21840;3823.9315776383924;21840;-0.063849436942694765;21840;2
21850;1.7896442503333485;21850;537.14321926552543;21850;0.013256624076543322;21850;0.12507085502147675;21850;-0.056577231734991074;21850;1617.7623291015625;21850;3776.123291015625;21850;1614.6092566070072;21850;3829.0009504226464;21850;-0.0651182852471639;21850;2
21860;40.394827364666675;21860;533.15782027674584;21860;0.29922094344197536;21860;0.4354729950428009;21860;-0.056385055184364319;21860;1617.71630859375;21860;3776.019287109375;21860;1613.1029889033387;21860;3834.0418418055633;21860;-0.067428725443361426;21860;2
21870;31.446606113000012;21870;522.97291174986447;21870;0.23293782305925934;21870;0.4354729950428009;21870;-0.056385055184364319;21870;1617.71630859375;21870;3776.019287109375;21870;1613.6962661292155;21870;3833.8934343423025;21870;-0.064869294593351973;21870;1
21880;-20.964404075333334;21880;520.75880120054251;21880;-0.15529188203950617;21880;0.4354729950428009;21880;-0.056385055184364319;21880;1617.71630859375;21880;3776.019287109375;21880;1615.6538860654293;21880;3838.8690372731385;21880;-0.061877085158932227;21880;2
21890;-47.04207743733334;21890;533.15782027674584;21890;-0.34845983286913584;21890;0.4354729950428009;21890;-0.056385055184364319;21890;1617.71630859375;21890;3776.019287109375;21890;1617.1670741196322;21890;3843.8849337492065;21890;-0.059547706928339633;21890;2
21900;-9.715211644666681;21900;544.67119513322041;21900;-0.07196453070123468;21900;0.4354729950428009;21900;-0.056385055184364319;21900;1617.71630859375;21900;3776.019287109375;21900;1616.1545031465437;21900;3848.9974305512656;21900;-0.061100625748734705;21900;2
21910;45.508096651333325;21910;521.64444542027127;21910;0.3370970122320987;21910;0.4354729950428009;21910;-0.056385055184364319;21910;1617.71630859375;21910;3776.019287109375;21910;1613.8918841616799;21910;3853.8479539422533;21910;-0.064585224077426062;21910;2
21920;45.763760115666663;21920;492.86100827908479;21920;0.33899081567160494;21920;0.48821836709976196;21920;-0.056116048246622086;21920;1617.8487548828125;21920;3776.12939453125;21920;1613.4033516784341;21920;3859.2735825350828;21920;-0.065304869384438413;21920;2
21930;-11.504855895000011;21930;489.31843140016952;21930;-0.085221154777777849;21930;0.48821836709976196;21930;-0.056116048246622086;21930;1617.8487548828125;21930;3776.12939453125;21930;1618.8773251577322;21930;3845.2831384389365;21930;-0.054506315323041843;21930;1
21940;-41.417481222000013;21940;509.24542634406782;21940;-0.30679615720000009;21940;0.48821836709976196;21940;-0.056116048246622086;21940;1617.8487548828125;21940;3776.12939453125;21940;1620.9478568032928;21940;3849.7790841933816;21940;-0.051116407166325789;21940;2
21950;-1.5339807859999912;21950;518.101868541356;21950;-0.011362820637036973;21950;0.48821836709976196;21950;-0.056116048246622086;21950;1617.8487548828125;21950;3776.12939453125;21950;1620.4167275262014;21950;3854.6447178204362;21950;-0.051968618714103576;21950;2
21960;48.831721687666665;21960;502.60309469610172;21960;0.361716456945679;21960;0.48821836709976196;21960;-0.056116048246622086;21960;1617.8487548828125;21960;3776.12939453125;21960;1618.483940693538;21960;3859.374301973382;21960;-0.055036580286103587;21960;2
21970;35.537221542333327;21970;487.54714296071194;21970;0.263238678091358;21970;0.62930744886398315;21970;-0.056362468749284744;21970;1617.7933349609375;21970;3776.091552734375;21970;1618.409732156751;21970;3864.5548118924321;21970;-0.055150208492473957;21970;2
21980;-10.993528966333335;21980;479.57634498315264;21980;-0.081433547898765432;21980;0.62930744886398315;21980;-0.056362468749284744;21980;1617.7933349609375;21980;3776.091552734375;21980;1619.1864088827908;21980;3845.524695355175;21980;-0.053900524277926742;21980;1
21990;-27.100327219333337;21990;488.87560929030514;21990;-0.20074316458765434;21990;0.62930744886398315;21990;-0.056362468749284744;21990;1617.7933349609375;21990;3776.091552734375;21990;1620.7981810096246;21990;3850.13974699991;21990;-0.051268137497013172;21990;2
22000;-2.3009711789999869;22000;530.05806550769489;22000;-0.017044230955555458;22000;0.62930744886398315;22000;-0.056362468749284744;22000;1617.7933349609375;22000;3776.091552734375;22000;1620.2985054914798;22000;3854.9106753384226;22000;-0.052082472976000826;22000;2
22010;25.822009897666664;22010;543.34272880362721;22010;0.19127414739012344;22010;0.62930744886398315;22010;-0.056362468749284744;22010;1617.7933349609375;22010;3776.091552734375;22010;1619.0581379651208;22010;3859.6472212644103;22010;-0.054089904621877377;22010;2
22020;16.106798253000004;22020;522.0872675301357;22020;0.11930961668888891;22020;0.34625184535980225;22020;-0.057675246149301529;22020;1617.7919921875;22020;3775.989990234375;22020;1618.9447916487884;22020;3864.946639849537;22020;-0.054260346931432918;22020;2
22030;-19.941750218;22030;472.04836911545766;22030;-0.14771666828148147;22030;0.34625184535980225;22030;-0.057675246149301529;22030;1617.7919921875;22030;3775.989990234375;22030;1618.995651822192;22030;3844.6578373950128;22030;-0.05553524826265957;22030;1
22040;-37.326865792666673;22040;482.67609975220341;22040;-0.2764953021679013;22040;0.34625184535980225;22040;-0.057675246149301529;22040;1617.7919921875;22040;3775.989990234375;22040;1619.7769983404176;22040;3849.822423729383;22040;-0.054342152095770674;22040;2
22050;-14.828480931333331;22050;539.3573298148475;22050;-0.109840599491358;22050;0.34625184535980225;22050;-0.057675246149301529;22050;1617.7919921875;22050;3775.989990234375;22050;1618.8849915137218;22050;3854.4621497385087;22050;-0.055819318778585481;22050;2
22060;16.362461717333343;22060;549.98506045159331;22060;0.12120342012839512;22060;0.34625184535980225;22060;-0.057675246149301529;22060;1617.7919921875;22060;3775.989990234375;22060;1617.2082633494626;22060;3859.0036840476791;22060;-0.058584271800264487;22060;2
22070;12.016182823666668;22070;500.83180625664414;22070;0.089008761656790128;22070;0.34625184535980225;22070;-0.057675246149301529;22070;1617.7919921875;22070;3775.989990234375;22070;1616.4696294036498;22070;3864.3484984692718;22070;-0.05968267779517808;22070;2
22080;-21.220067539666655;22080;459.20652792938989;22080;-0.15718568547901224;22080;1.0058619976043701;22080;-0.057357527315616608;22080;1617.819091796875;22080;3776.037841796875;22080;1617.2970234577854;22080;3869.7882180177889;22080;-0.058470643593894117;22080;2
22090;-38.349519650000012;22090;487.1043208508475;22090;-0.28407051592592597;22090;1.0058619976043701;22090;-0.057357527315616608;22090;1617.819091796875;22090;3776.037841796875;22090;1617.9585234307053;22090;3845.2913127008037;22090;-0.057414341418801779;22090;1
22100;-24.288029111666656;22100;533.60064238661028;22100;-0.17991132675308633;22100;1.0058619976043701;22100;-0.057357527315616608;22100;1617.819091796875;22100;3776.037841796875;22100;1617.0301005424651;22100;3849.79354810075;22100;-0.058986198273591889;22100;2
22110;-1.278317321666653;22110;531.82935394715264;22110;-0.009469017197530764;22110;1.0058619976043701;22110;-0.057357527315616608;22110;1617.819091796875;22110;3776.037841796875;22110;1615.2967902683033;22110;3854.361892001813;22110;-0.06182690343285116;22110;2
