SymbolBased;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
SymbolName;ControlPRG.observer.xCameraPose.x;ControlPRG.observer.xCameraPose.y;ControlPRG.observer.yObserverdPose.x;ControlPRG.observer.yObserverdPose.y;ControlPRG.trajectory.referencePose.x;ControlPRG.trajectory.referencePose.y;ControlPRG.observer.yKalmanObservedPose.x;ControlPRG.observer.yKalmanObservedPose.y;ControlPRG.observer.yObserverdPose.theta;ControlPRG.trajectory.referencePose.theta;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG;ControlPRG.observer.xCameraPose.x;ControlPRG.observer.xCameraPose.y;ControlPRG.observer.yObserverdPose.y;ControlPRG.observer.yObserverdPose.x;ControlPRG.trajectory.referencePose.x;ControlPRG.trajectory.referencePose.y;ControlPRG.observer.yObserverdPose.theta;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG
NetID;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1
Port;851;851;851;851;851;851;851;851;851;851;354;851;851;851;851;851;851;851;354;354

680;969.9561767578125;972.0533447265625;999.07338897282716;1000.9848320585827;1000;1000;999.07338897282716;1000.9848320585827;3.1438597928787431;3.139622104937386;0;969.9561767578125;972.0533447265625;1000.9848320585827;999.07338897282716;1000;1000;3.1438597928787431;0;0
690;969.9561767578125;972.0533447265625;999.1520480339525;1001.0885455998191;1000;1000;999.1520480339525;1001.0885455998191;3.1442567151555258;3.139622104937386;0;969.9561767578125;972.0533447265625;1001.0885455998191;999.1520480339525;1000;1000;3.1442567151555258;0;0
700;969.9561767578125;972.0533447265625;1000.2227011685493;1002.1839097544029;1000;1000;1000.2227011685493;1002.1839097544029;3.1477617742202768;3.139622104937386;0;969.9561767578125;972.0533447265625;1002.1839097544029;1000.2227011685493;1000;1000;3.1477617742202768;0;0
710;970.0242919921875;972.027587890625;1002.1961475690664;1004.1817796806739;1002;1000;1002.1961475690664;1004.1817796806739;3.1540956346843556;3.139622104937386;0;970.0242919921875;972.027587890625;1004.1817796806739;1002.1961475690664;1002;1000;3.1540956346843556;0;0
720;970.0242919921875;972.027587890625;999.99961023986907;1001.9885130242067;1002;1000;999.99961023986907;1001.9885130242067;3.1472936354817898;3.139622104937386;1;970.0242919921875;972.027587890625;1001.9885130242067;999.99961023986907;1002;1000;3.1472936354817898;1;1
730;970.0242919921875;972.027587890625;999.00295741786852;1000.9968221465022;1002;1000;999.00295741786852;1000.9968221465022;3.1442579118421392;3.139622104937386;0;970.0242919921875;972.027587890625;1000.9968221465022;999.00295741786852;1002;1000;3.1442579118421392;0;0
740;970.0242919921875;972.027587890625;999.09600296008784;1001.0963719608153;1002;1000;999.09600296008784;1001.0963719608153;3.1446426969655392;3.139622104937386;0;970.0242919921875;972.027587890625;1001.0963719608153;999.09600296008784;1002;1000;3.1446426969655392;0;0
750;970.02923583984375;972.0897216796875;1000.1796773609253;1002.1879591139867;1002;1000;1000.1796773609253;1002.1879591139867;3.1481371093396753;3.139622104937386;0;970.02923583984375;972.0897216796875;1002.1879591139867;1000.1796773609253;1002;1000;3.1481371093396753;0;0
760;970.02923583984375;972.0897216796875;998.17481917901853;1000.1898785522488;1006;1000;998.17481917901853;1000.1898785522488;3.1419163203051044;3.139622104937386;1;970.02923583984375;972.0897216796875;1000.1898785522488;998.17481917901853;1006;1000;3.1419163203051044;1;1
770;970.02923583984375;972.0897216796875;997.35057791084432;999.3738132001813;1006;1000;997.35057791084432;999.3738132001813;3.1394035393929847;3.139622104937386;0;970.02923583984375;972.0897216796875;999.3738132001813;997.35057791084432;1006;1000;3.1394035393929847;0;0
780;970.02923583984375;972.0897216796875;997.59869317598486;999.631383608352;1006;1000;997.59869317598486;999.631383608352;3.1402588250832606;3.139622104937386;0;970.02923583984375;972.0897216796875;999.631383608352;997.59869317598486;1006;1000;3.1402588250832606;0;0
790;970.0091552734375;972.0694580078125;998.82182864517358;1000.8651464929876;1006;1000;998.82182864517358;1000.8651464929876;3.1441765386008047;3.139622104937386;0;970.0091552734375;972.0694580078125;1000.8651464929876;998.82182864517358;1006;1000;3.1441765386008047;0;0
800;970.0091552734375;972.0694580078125;996.95064059520143;998.99574230494068;1006;1000;996.95064059520143;998.99574230494068;3.1382730997952137;3.139622104937386;1;970.0091552734375;972.0694580078125;998.99574230494068;996.95064059520143;1006;1000;3.1382730997952137;1;1
810;970.0091552734375;972.0694580078125;996.24668129837187;998.295449640311;1012;1000;996.24668129837187;998.295449640311;3.1360451470207265;3.139622104937386;0;970.0091552734375;972.0694580078125;998.295449640311;996.24668129837187;1012;1000;3.1360451470207265;0;0
820;970.0091552734375;972.0694580078125;996.60302897885219;998.65717905780286;1012;1000;996.60302897885219;998.65717905780286;3.1371559830957385;3.139622104937386;0;970.0091552734375;972.0694580078125;998.65717905780286;996.60302897885219;1012;1000;3.1371559830957385;0;0
830;970.0091552734375;972.0694580078125;997.92355204938769;999.98464827736075;1012;1000;997.92355204938769;999.98464827736075;3.14130288907102;3.139622104937386;0;970.0091552734375;972.0694580078125;999.98464827736075;997.92355204938769;1012;1000;3.14130288907102;0;0
840;973.74017333984375;972.51776123046875;1000.1218310725539;1002.1913024462162;1012;1000;1000.1218310725539;1002.1913024462162;3.1482137294916219;3.139622104937386;0;973.74017333984375;972.51776123046875;1002.1913024462162;1000.1218310725539;1012;1000;3.1482137294916219;0;0
850;973.74017333984375;972.51776123046875;998.51044453864915;1000.247492496353;1012;1000;998.51044453864915;1000.247492496353;3.1409260094285161;3.139622104937386;1;973.74017333984375;972.51776123046875;1000.247492496353;998.51044453864915;1012;1000;3.1409260094285161;1;1
860;973.74017333984375;972.51776123046875;998.0442046238685;999.48081674442358;1020;1000;998.0442046238685;999.48081674442358;3.1374423979005814;3.139622104937386;0;973.74017333984375;972.51776123046875;999.48081674442358;998.0442046238685;1020;1000;3.1374423979005814;0;0
870;973.74017333984375;972.51776123046875;998.61843674595673;999.7833893026642;1020;1000;998.61843674595673;999.7833893026642;3.1374132374195893;3.139622104937386;0;973.74017333984375;972.51776123046875;999.7833893026642;998.61843674595673;1020;1000;3.1374132374195893;0;0
880;973.74017333984375;972.51776123046875;1000.1390321816809;1001.0582111474076;1020;1000;1000.1390321816809;1001.0582111474076;3.1405241437797873;3.139622104937386;0;973.74017333984375;972.51776123046875;1001.0582111474076;1000.1390321816809;1020;1000;3.1405241437797873;0;0
890;970.00396728515625;972.05743408203125;1002.5213924649358;1003.2180824154268;1020;1000;1002.5213924649358;1003.2180824154268;3.1464924818049869;3.139622104937386;0;970.00396728515625;972.05743408203125;1003.2180824154268;1002.5213924649358;1020;1000;3.1464924818049869;0;0
900;970.00396728515625;972.05743408203125;1000.3142410186057;1001.1222723372146;1020;1000;1000.3142410186057;1001.1222723372146;3.1404066492281508;3.139622104937386;1;970.00396728515625;972.05743408203125;1001.1222723372146;1000.3142410186057;1020;1000;3.1404066492281508;1;1
910;970.00396728515625;972.05743408203125;999.30825459491018;1000.2183032484568;1030;1000;999.30825459491018;1000.2183032484568;3.1380150340650355;3.139622104937386;0;970.00396728515625;972.05743408203125;1000.2183032484568;999.30825459491018;1030;1000;3.1380150340650355;0;0
920;970.00396728515625;972.05743408203125;999.39312119036583;1000.3968136500245;1030;1000;999.39312119036583;1000.3968136500245;3.1389790709158283;3.139622104937386;0;970.00396728515625;972.05743408203125;1000.3968136500245;999.39312119036583;1030;1000;3.1389790709158283;0;0
930;970.00396728515625;972.05743408203125;1000.4696580468254;1001.5594764186994;1030;1000;1000.4696580468254;1001.5594764186994;3.1429943594841148;3.139622104937386;0;970.00396728515625;972.05743408203125;1001.5594764186994;1000.4696580468254;1030;1000;3.1429943594841148;0;0
940;970.02972412109375;972.1142578125;1002.448699707394;1003.6178963518437;1030;1000;1002.448699707394;1003.6178963518437;3.1497872511521714;3.139622104937386;0;970.02972412109375;972.1142578125;1003.6178963518437;1002.448699707394;1030;1000;3.1497872511521714;0;0
950;970.02972412109375;972.1142578125;1000.2574411666751;1001.4959602892614;1030;1000;1000.2574411666751;1001.4959602892614;3.1434392409704892;3.139622104937386;1;970.02972412109375;972.1142578125;1001.4959602892614;1000.2574411666751;1030;1000;3.1434392409704892;1;1
960;970.02972412109375;972.1142578125;999.26584459432831;1000.5686163686632;1042;1000;999.26584459432831;1000.5686163686632;3.1408123389563105;3.139622104937386;0;970.02972412109375;972.1142578125;1000.5686163686632;999.26584459432831;1042;1000;3.1408123389563105;0;0
970;970.02972412109375;972.1142578125;999.36374915465944;1000.7262293612082;1042;1000;999.36374915465944;1000.7262293612082;3.1415652973643784;3.139622104937386;0;970.02972412109375;972.1142578125;1000.7262293612082;999.36374915465944;1042;1000;3.1415652973643784;0;0
980;970.0528564453125;972.1217041015625;1000.452108149155;1001.8702258007928;1042;1000;1000.452108149155;1001.8702258007928;3.1453913018546769;3.139622104937386;0;970.0528564453125;972.1217041015625;1001.8702258007928;1000.452108149155;1042;1000;3.1453913018546769;0;0
990;970.0528564453125;972.1217041015625;998.4527896815116;999.90677637303781;1042;1000;998.4527896815116;999.90677637303781;3.1394954088102947;3.139622104937386;1;970.0528564453125;972.1217041015625;999.90677637303781;998.4527896815116;1042;1000;3.1394954088102947;1;1
1000;970.0528564453125;972.1217041015625;997.63386198410524;999.12190761958152;1042;1000;997.63386198410524;999.12190761958152;3.1372755374417611;3.139622104937386;0;970.0528564453125;972.1217041015625;999.12190761958152;997.63386198410524;1042;1000;3.1372755374417611;0;0
1010;970.0528564453125;972.1217041015625;997.887090569147;999.40758383030936;1056;1000;997.887090569147;999.40758383030936;3.138394949905206;3.139622104937386;0;970.0528564453125;972.1217041015625;999.40758383030936;997.887090569147;1056;1000;3.138394949905206;0;0
1020;970.0528564453125;972.1217041015625;999.115162443519;1000.6666710896913;1056;1000;999.115162443519;1000.6666710896913;3.1425508907843827;3.139622104937386;0;970.0528564453125;972.1217041015625;1000.6666710896913;999.115162443519;1056;1000;3.1425508907843827;0;0
1030;973.939208984375;971.92059326171875;1001.2305949397668;1002.8118480795591;1056;1000;1001.2305949397668;1002.8118480795591;3.1494711919343388;3.139622104937386;0;973.939208984375;971.92059326171875;1002.8118480795591;1001.2305949397668;1056;1000;3.1494711919343388;0;0
1040;973.939208984375;971.92059326171875;999.55066582903635;1000.7268629986477;1056;1000;999.55066582903635;1000.7268629986477;3.142642411538914;3.139622104937386;1;973.939208984375;971.92059326171875;1000.7268629986477;999.55066582903635;1056;1000;3.142642411538914;1;1
1050;973.939208984375;971.92059326171875;999.02316093321144;999.83233842309789;1056;1000;999.02316093321144;999.83233842309789;3.1395776925710117;3.139622104937386;0;973.939208984375;971.92059326171875;999.83233842309789;999.02316093321144;1056;1000;3.1395776925710117;0;0
1060;973.939208984375;971.92059326171875;999.54268214383978;1000.0190479223462;1072;1000;999.54268214383978;1000.0190479223462;3.1399314407217593;3.139622104937386;0;973.939208984375;971.92059326171875;1000.0190479223462;999.54268214383978;1072;1000;3.1399314407217593;0;0
1070;973.939208984375;971.92059326171875;1001.0144696064448;1001.1887859050853;1072;1000;1001.0144696064448;1001.1887859050853;3.1433929292315108;3.139622104937386;0;973.939208984375;971.92059326171875;1001.1887859050853;1001.0144696064448;1072;1000;3.1433929292315108;0;0
1080;974.0152587890625;971.79974365234375;1003.3533388795593;1003.2532665173002;1072;1000;1003.3533388795593;1003.2532665173002;3.1496828152161065;3.139622104937386;0;974.0152587890625;971.79974365234375;1003.2532665173002;1003.3533388795593;1072;1000;3.1496828152161065;0;0
1090;974.0152587890625;971.79974365234375;1001.4773699545773;1001.117401906821;1072;1000;1001.4773699545773;1001.117401906821;3.1428361584373996;3.139622104937386;1;974.0152587890625;971.79974365234375;1001.117401906821;1001.4773699545773;1072;1000;3.1428361584373996;1;1
1100;974.0152587890625;971.79974365234375;1000.7735915717233;1000.1770183778023;1072;1000;1000.7735915717233;1000.1770183778023;3.1397553835839926;3.139622104937386;0;974.0152587890625;971.79974365234375;1000.1770183778023;1000.7735915717233;1072;1000;3.1397553835839926;0;0
1110;974.0152587890625;971.79974365234375;1001.1346306132807;1000.3223867683021;1090;1000;1001.1346306132807;1000.3223867683021;3.1400947146258296;3.139622104937386;0;974.0152587890625;971.79974365234375;1000.3223867683021;1001.1346306132807;1090;1000;3.1400947146258296;0;0
1120;974.0152587890625;971.79974365234375;1002.4639497326697;1001.4548490220346;1090;1000;1002.4639497326697;1001.4548490220346;3.1435432612574852;3.139622104937386;0;974.0152587890625;971.79974365234375;1001.4548490220346;1002.4639497326697;1090;1000;3.1435432612574852;0;0
1130;973.97430419921875;971.15093994140625;1004.6747647619269;1003.4857120596996;1090;1000;1004.6747647619269;1003.4857120596996;3.149821533406918;3.139622104937386;0;973.97430419921875;971.15093994140625;1003.4857120596996;1004.6747647619269;1090;1000;3.149821533406918;0;0
1140;973.97430419921875;971.15093994140625;1002.6897421671362;1001.2618970642274;1090;1000;1002.6897421671362;1001.2618970642274;3.1434898586918716;3.139622104937386;1;973.97430419921875;971.15093994140625;1001.2618970642274;1002.6897421671362;1090;1000;3.1434898586918716;1;1
1150;973.97430419921875;971.15093994140625;1001.8880463706385;1000.2417111304073;1090;1000;1001.8880463706385;1000.2417111304073;3.1408778562345865;3.139622104937386;0;973.97430419921875;971.15093994140625;1000.2417111304073;1001.8880463706385;1090;1000;3.1408778562345865;0;0
1160;973.97430419921875;971.15093994140625;1002.1611929379927;1000.3146038276954;1110;1000;1002.1611929379927;1000.3146038276954;3.1416444238571488;3.13962211011883;0;973.97430419921875;971.15093994140625;1000.3146038276954;1002.1611929379927;1110;1000;3.1416444238571488;0;0
1170;973.97430419921875;971.15093994140625;1003.4116443606557;1001.3811778933579;1110;1000;1003.4116443606557;1001.3811778933579;3.1454828782499153;3.13962211011883;0;973.97430419921875;971.15093994140625;1001.3811778933579;1003.4116443606557;1110;1000;3.1454828782499153;0;0
1180;973.99853515625;971.118896484375;1005.551716348217;1003.3520748969384;1110;1000;1005.551716348217;1003.3520748969384;3.15211751617119;3.13962211011883;0;973.99853515625;971.118896484375;1003.3520748969384;1005.551716348217;1110;1000;3.15211751617119;0;0
1190;973.99853515625;971.118896484375;1003.4559965535094;1001.139323890882;1110;1000;1003.4559965535094;1001.139323890882;3.1455124347210481;3.13962211011883;1;973.99853515625;971.118896484375;1001.139323890882;1003.4559965535094;1110;1000;3.1455124347210481;1;1
1200;973.99853515625;971.118896484375;1002.5544432566736;1000.1290725502677;1110;1000;1002.5544432566736;1000.1290725502677;3.14265392811759;3.13962211011883;0;973.99853515625;971.118896484375;1000.1290725502677;1002.5544432566736;1110;1000;3.14265392811759;0;0
1210;973.99853515625;971.118896484375;1002.7374857531066;1000.2108831541995;1132.0000000000002;1000;1002.7374857531066;1000.2108831541995;3.1431981995431642;3.1396221579949462;0;973.99853515625;971.118896484375;1000.2108831541995;1002.7374857531066;1132.0000000000002;1000;3.1431981995431642;0;0
1220;971.488525390625;971.242919921875;1003.9066088681174;1001.2854598763277;1132.0000000000002;1000;1003.9066088681174;1001.2854598763277;3.1468361404685545;3.1396221579949462;0;971.488525390625;971.242919921875;1001.2854598763277;1003.9066088681174;1132.0000000000002;1000;3.1468361404685545;0;0
1230;971.488525390625;971.242919921875;1001.689700968123;999.29366129308937;1132.0000000000002;1000;1001.689700968123;999.29366129308937;3.1410710887180482;3.1396221579949462;1;971.488525390625;971.242919921875;999.29366129308937;1001.689700968123;1132.0000000000002;1000;3.1410710887180482;1;1
1240;971.488525390625;971.242919921875;1000.6762213879963;998.48241004221893;1132.0000000000002;1000;1000.6762213879963;998.48241004221893;3.138971727765556;3.1396221579949462;0;971.488525390625;971.242919921875;998.48241004221893;1000.6762213879963;1132.0000000000002;1000;3.138971727765556;0;0
1250;971.488525390625;971.242919921875;1000.755644671049;998.74346506521988;1132.0000000000002;1000;1000.755644671049;998.74346506521988;3.1402023803875059;3.1396221579949462;0;971.488525390625;971.242919921875;998.74346506521988;1000.755644671049;1132.0000000000002;1000;3.1402023803875059;0;0
1260;971.488525390625;971.242919921875;1001.828596080015;999.979507546193;1156.0000000000002;1000;1001.828596080015;999.979507546193;3.1444612460012458;3.1396222674231558;0;971.488525390625;971.242919921875;999.979507546193;1001.828596080015;1156.0000000000002;1000;3.1444612460012458;0;0
1270;971.488525390625;971.242919921875;1003.8057375068452;1002.1030496689438;1156.0000000000002;1000;1003.8057375068452;1002.1030496689438;3.1514770160901366;3.1396222674231558;0;971.488525390625;971.242919921875;1002.1030496689438;1003.8057375068452;1156.0000000000002;1000;3.1514770160901366;0;0
1280;971.5679931640625;971.19830322265625;1006.6067648013407;1005.0354525081931;1156.0000000000002;1000;1006.6067648013407;1005.0354525081931;3.1610058281170286;3.1396222674231558;0;971.5679931640625;971.19830322265625;1005.0354525081931;1006.6067648013407;1156.0000000000002;1000;3.1610058281170286;0;0
1290;971.5679931640625;971.19830322265625;1004.1597248943166;1002.6890637683437;1156.0000000000002;1000;1004.1597248943166;1002.6890637683437;3.1538202158259057;3.1396222674231558;1;971.5679931640625;971.19830322265625;1002.6890637683437;1004.1597248943166;1156.0000000000002;1000;3.1538202158259057;1;1
1300;971.5679931640625;971.19830322265625;1002.939525343726;1001.5588854675889;1156.0000000000002;1000;1002.939525343726;1001.5588854675889;3.1504423144691009;3.1396222674231558;0;971.5679931640625;971.19830322265625;1001.5588854675889;1002.939525343726;1156.0000000000002;1000;3.1504423144691009;0;0
1310;971.5679931640625;971.19830322265625;1002.8333034775829;1001.5331122776704;1181;1000;1002.8333034775829;1001.5331122776704;3.1505222444502348;3.1396224448726961;0;971.5679931640625;971.19830322265625;1001.5331122776704;1002.8333034775829;1181;1000;3.1505222444502348;0;0
1320;971.5679931640625;971.19830322265625;1003.7395811047364;1002.5112175603122;1181;1000;1003.7395811047364;1002.5112175603122;3.1537454230475355;3.1396224448726961;0;971.5679931640625;971.19830322265625;1002.5112175603122;1003.7395811047364;1181;1000;3.1537454230475355;0;0
1330;971.568603515625;971.06097412109375;1005.5671270489237;1004.4028264797938;1181;1000;1005.5671270489237;1004.4028264797938;3.1598290378155292;3.1396224448726961;0;971.568603515625;971.06097412109375;1004.4028264797938;1005.5671270489237;1181;1000;3.1598290378155292;0;0
1340;971.568603515625;971.06097412109375;1003.2223511586598;1002.0854953310019;1181;1000;1003.2223511586598;1002.0854953310019;3.1527918258370837;3.1396224448726961;1;971.568603515625;971.06097412109375;1002.0854953310019;1003.2223511586598;1181;1000;3.1527918258370837;1;1
1350;971.568603515625;971.06097412109375;1002.0941722255685;1000.981126812081;1181;1000;1002.0941722255685;1000.981126812081;3.1495477919745141;3.1396224448726961;0;971.568603515625;971.06097412109375;1000.981126812081;1002.0941722255685;1181;1000;3.1495477919745141;0;0
1360;971.568603515625;971.06097412109375;1002.0707517476142;1000.978236955194;1206;1000;1002.0707517476142;1000.978236955194;3.1497485129854126;3.1396226870676465;0;971.568603515625;971.06097412109375;1000.978236955194;1002.0707517476142;1206;1000;3.1497485129854126;0;0
1370;971.568603515625;971.06097412109375;1003.0515332849012;1001.9765883122389;1206;1000;1003.0515332849012;1001.9765883122389;3.1530807168973047;3.1396226870676465;0;971.568603515625;971.06097412109375;1001.9765883122389;1003.0515332849012;1206;1000;3.1530807168973047;0;0
1380;971.568603515625;971.06097412109375;1004.94611523558;1003.8860662841049;1206;1000;1004.94611523558;1003.8860662841049;3.1592627709701118;3.1396226870676465;0;971.568603515625;971.06097412109375;1003.8860662841049;1004.94611523558;1206;1000;3.1592627709701118;0;0
1390;971.7357177734375;971.1038818359375;1007.6732363439827;1006.6256678268153;1206;1000;1007.6732363439827;1006.6256678268153;3.1680415208932637;3.1396226870676465;0;971.7357177734375;971.1038818359375;1006.6256678268153;1007.6732363439827;1206;1000;3.1680415208932637;0;0
1400;971.7357177734375;971.1038818359375;1005.1637251305584;1004.1088202336973;1206;1000;1005.1637251305584;1004.1088202336973;3.1601002109356586;3.1396226870676465;1;971.7357177734375;971.1038818359375;1004.1088202336973;1005.1637251305584;1206;1000;3.1601002109356586;1;1
1410;971.7357177734375;971.1038818359375;1003.8877431626863;1002.8251145917868;1231;1000;1003.8877431626863;1002.8251145917868;3.1560416603951311;3.1396229939920857;0;971.7357177734375;971.1038818359375;1002.8251145917868;1003.8877431626863;1231;1000;3.1560416603951311;0;0
1420;971.7357177734375;971.1038818359375;1003.7317632970533;1002.6610512778819;1231;1000;1003.7317632970533;1002.6610512778819;3.1555084796141868;3.1396229939920857;0;971.7357177734375;971.1038818359375;1002.6610512778819;1003.7317632970533;1231;1000;3.1555084796141868;0;0
1430;972.139404296875;971.1951904296875;1004.5937093624898;1003.5145787768203;1231;1000;1004.5937093624898;1003.5145787768203;3.1581793267639227;3.1396229939920857;0;972.139404296875;971.1951904296875;1003.5145787768203;1004.5937093624898;1231;1000;3.1581793267639227;0;0
1440;972.139404296875;971.1951904296875;1002.4314491626199;1001.2837662258543;1231;1000;1002.4314491626199;1001.2837662258543;3.1513017663702909;3.1396229939920857;1;972.139404296875;971.1951904296875;1001.2837662258543;1002.4314491626199;1231;1000;3.1513017663702909;1;1
1450;972.139404296875;971.1951904296875;1001.4683860901007;1000.2572413832521;1231;1000;1001.4683860901007;1000.2572413832521;3.1482013657388497;3.1396229939920857;0;972.139404296875;971.1951904296875;1000.2572413832521;1001.4683860901007;1231;1000;3.1482013657388497;0;0
1460;972.139404296875;971.1951904296875;1001.5944301432709;1000.3243875427099;1256;1000;1001.5944301432709;1000.3243875427099;3.1485313029306083;3.1396233656258383;0;972.139404296875;971.1951904296875;1000.3243875427099;1001.5944301432709;1256;1000;3.1485313029306083;0;0
1470;972.139404296875;971.1951904296875;1002.7105986177459;1001.3857477891999;1256;1000;1002.7105986177459;1001.3857477891999;3.1519797471408477;3.1396233656258383;0;972.139404296875;971.1951904296875;1001.3857477891999;1002.7105986177459;1256;1000;3.1519797471408477;0;0
1480;972.139404296875;971.1951904296875;1004.7279063596614;1003.3519100010484;1256;1000;1004.7279063596614;1003.3519100010484;3.1582663626750964;3.1396233656258383;0;972.139404296875;971.1951904296875;1003.3519100010484;1004.7279063596614;1256;1000;3.1582663626750964;0;0
1490;972.55908203125;970.99737548828125;1007.5663670034222;1006.1425033616198;1256;1000;1007.5663670034222;1006.1425033616198;3.1671391625584033;3.1396233656258383;0;972.55908203125;970.99737548828125;1006.1425033616198;1007.5663670034222;1256;1000;3.1671391625584033;0;0
1500;972.55908203125;970.99737548828125;1005.2200708068525;1003.6398309741992;1256;1000;1005.2200708068525;1003.6398309741992;3.1595734409758167;3.1396233656258383;1;972.55908203125;970.99737548828125;1003.6398309741992;1005.2200708068525;1256;1000;3.1595734409758167;1;1
1510;972.55908203125;970.99737548828125;1004.0925076349776;1002.3685416050081;1281.0000000000002;1000;1004.0925076349776;1002.3685416050081;3.1558557734982209;3.1396238019444742;0;972.55908203125;970.99737548828125;1002.3685416050081;1004.0925076349776;1281.0000000000002;1000;3.1558557734982209;0;0
1520;972.55908203125;970.99737548828125;1004.0716452193782;1002.2153081100183;1281.0000000000002;1000;1004.0716452193782;1002.2153081100183;3.1556322695345846;3.1396238019444742;0;972.55908203125;970.99737548828125;1002.2153081100183;1004.0716452193782;1281.0000000000002;1000;3.1556322695345846;0;0
1530;974.3333740234375;970.19293212890625;1005.0567529288177;1003.0782341711827;1281.0000000000002;1000;1005.0567529288177;1003.0782341711827;3.1585847367011741;3.1396238019444742;0;974.3333740234375;970.19293212890625;1003.0782341711827;1005.0567529288177;1281.0000000000002;1000;3.1585847367011741;0;0
1540;974.3333740234375;970.19293212890625;1003.1863897173611;1000.7698750328631;1281.0000000000002;1000;1003.1863897173611;1000.7698750328631;3.1517658201630754;3.1396238019444742;1;974.3333740234375;970.19293212890625;1000.7698750328631;1003.1863897173611;1281.0000000000002;1000;3.1517658201630754;1;1
1550;974.3333740234375;970.19293212890625;1002.4894159478644;999.67234645116343;1281.0000000000002;1000;1002.4894159478644;999.67234645116343;3.1487191908501067;3.1396238019444742;0;974.3333740234375;970.19293212890625;999.67234645116343;1002.4894159478644;1281.0000000000002;1000;3.1487191908501067;0;0
1560;974.3333740234375;970.19293212890625;1002.8583562073397;999.67436531684962;1306;1000;1002.8583562073397;999.67436531684962;3.1490985239954679;3.1396243029193118;0;974.3333740234375;970.19293212890625;999.67436531684962;1002.8583562073397;1306;1000;3.1490985239954679;0;0
1570;974.3333740234375;970.19293212890625;1004.1965812594102;1000.6758748310753;1306;1000;1004.1965812594102;1000.6758748310753;3.1525924363485966;3.1396243029193118;0;974.3333740234375;970.19293212890625;1000.6758748310753;1004.1965812594102;1306;1000;3.1525924363485966;0;0
1580;975.76397705078125;969.9918212890625;1006.4172244130017;1002.5869228543374;1306;1000;1006.4172244130017;1002.5869228543374;3.1589209951139394;3.1396243029193118;0;975.76397705078125;969.9918212890625;1002.5869228543374;1006.4172244130017;1306;1000;3.1589209951139394;0;0
1590;975.76397705078125;969.9918212890625;1004.6511427251818;1000.3113724701593;1306;1000;1004.6511427251818;1000.3113724701593;3.1520593681003137;3.1396243029193118;1;975.76397705078125;969.9918212890625;1000.3113724701593;1004.6511427251818;1306;1000;3.1520593681003137;1;1
1600;975.76397705078125;969.9918212890625;1004.0504256136787;999.24320854341158;1306;1000;1004.0504256136787;999.24320854341158;3.1489742085130281;3.1396243029193118;0;975.76397705078125;969.9918212890625;999.24320854341158;1004.0504256136787;1306;1000;3.1489742085130281;0;0
1610;975.76397705078125;969.9918212890625;1004.5084241849361;999.27149074254135;1331.0000000000002;1000;1004.5084241849361;999.27149074254135;3.1493187726566987;3.1396248685174193;0;975.76397705078125;969.9918212890625;999.27149074254135;1004.5084241849361;1331.0000000000002;1000;3.1493187726566987;0;0
1620;975.76397705078125;969.9918212890625;1005.929253310394;1000.2964707522929;1331.0000000000002;1000;1005.929253310394;1000.2964707522929;3.1527813002359517;3.1396248685174193;0;975.76397705078125;969.9918212890625;1000.2964707522929;1005.929253310394;1331.0000000000002;1000;3.1527813002359517;0;0
1630;980.56854248046875;968.3931884765625;1008.2267162387456;1002.2284740519092;1331.0000000000002;1000;1008.2267162387456;1002.2284740519092;3.1590815191057287;3.1396248685174193;0;980.56854248046875;968.3931884765625;1002.2284740519092;1008.2267162387456;1331.0000000000002;1000;3.1590815191057287;0;0
1640;980.56854248046875;968.3931884765625;1006.8741642420526;999.83538270106465;1331.0000000000002;1000;1006.8741642420526;999.83538270106465;3.1532862183614823;3.1396248685174193;1;980.56854248046875;968.3931884765625;999.83538270106465;1006.8741642420526;1331.0000000000002;1000;3.1532862183614823;1;1
